Store,Product,Price,Rating,Number of Reviews,Calories
The Coffee Bean & Tea Leaf (11698 San Vicente Blvd),Caramel Ice Blended® drink,6.95,100.0,26,
The Coffee Bean & Tea Leaf (11698 San Vicente Blvd),Black|Dirty Chai Tea Latte,7.3,,0,
The Coffee Bean & Tea Leaf (11698 San Vicente Blvd),"Sandwiches & Wraps|Egg, Spinach and Cheddar Ciabatta",8.15,71.0,7,470
The Coffee Bean & Tea Leaf (11698 San Vicente Blvd),Hot Chocolate,5.15,100.0,12,
The Coffee Bean & Tea Leaf (11698 San Vicente Blvd),Java To Go - Coffee,26.4,90.0,10,
The Coffee Bean & Tea Leaf (11698 San Vicente Blvd),Green|Matcha Green Tea Latte,6.35,92.0,27,
The Coffee Bean & Tea Leaf (11698 San Vicente Blvd),Black|English Breakfast,4.55,80.0,5,0
The Coffee Bean & Tea Leaf (11698 San Vicente Blvd),Vanilla Ice Blended® drink,6.7,85.0,47,
Hangry Moon's,Buffalo Chicken Tender Thicc Fries,18.99,93.0,529,
Hangry Moon's,Hangry Bites Combo,17.99,89.0,497,
Hangry Moon's,KFC (Korean Fried Chicken) Thicc Fries,18.99,91.0,162,
Hangry Moon's,Zebrah Thicc Fries,18.99,94.0,67,
Hangry Moon's,Chicken Tender Sliders,18.99,90.0,157,
Hangry Moon's,Tofu Thicc Fries,18.99,96.0,28,
Hangry Moon's,Seasoned Fries,4.99,86.0,45,
Hangry Moon's,Hangrier (3-Pc) Chicken Tender Combo,18.99,84.0,178,
Hangry Moon's,Single Hangry Slider and Fries Combo,12.99,93.0,29,
Hangry Moon's,Jack Daniels Pulled Pork Thicc Fries,18.99,96.0,32,
Hangry Moon's,Hangry (2-PC) Chicken Tender Combo,17.99,86.0,132,
Hangry Moon's,Hangry Wrap and Fries Combo,11.99,100.0,8,
Hangry Moon's,Korean BBQ Bowl,14.99,90.0,40,
Hangry Moon's,Cali Fries (Grilled Chicken),18.99,100.0,8,
Hangry Moon's,Korean Black Angus Rib-Eye Sliders,18.99,66.0,9,
Hangry Moon's,Pulled Pork Sliders,18.99,88.0,18,
Hangry Moon's,Hangry Bites Combo,17.99,89.0,497,
Hangry Moon's,Hangrier (3-Pc) Chicken Tender Combo,18.99,84.0,178,
Hangry Moon's,Hangry (2-PC) Chicken Tender Combo,17.99,86.0,132,
Hangry Moon's,Hangry Wrap and Fries Combo,11.99,100.0,8,
Hangry Moon's,Hangry Salad Bowl,12.5,83.0,6,
Hangry Moon's,Buffalo Chicken Tender Thicc Fries,18.99,93.0,529,
Hangry Moon's,KFC (Korean Fried Chicken) Thicc Fries,18.99,91.0,162,
Hangry Moon's,Jalapeno Bomb Thicc Fries,18.99,93.0,31,
Hangry Moon's,Seasoned Fries,4.99,86.0,45,
Hangry Moon's,Zebrah Thicc Fries,18.99,94.0,67,
Hangry Moon's,Jack Daniels Pulled Pork Thicc Fries,18.99,96.0,32,
Hangry Moon's,Tofu Thicc Fries,18.99,96.0,28,
Hangry Moon's,Korean BBQ Thicc Fries,18.99,76.0,21,
Hangry Moon's,Cali Fries (Grilled Chicken),18.99,100.0,8,
Hangry Moon's,Grilled Chicken Bowl,14.99,88.0,27,
Hangry Moon's,Korean BBQ Bowl,14.99,90.0,40,
Hangry Moon's,Tofu Bowl,14.99,92.0,13,
Hangry Moon's,Chicken Tender Sliders,18.99,90.0,157,
Hangry Moon's,Pulled Pork Sliders,18.99,88.0,18,
Hangry Moon's,Single Hangry Slider and Fries Combo,12.99,93.0,29,
Hangry Moon's,Korean Black Angus Rib-Eye Sliders,18.99,66.0,9,
Hangry Moon's,Tofu Sliders,18.99,77.0,9,
Hangry Moon's,Jalapeno Bomb Sliders,18.99,,0,
Hangry Moon's,KFC (Korean Fried Chicken) Nachos,17.99,85.0,47,
Hangry Moon's,Jack Daniel's Pulled Pork Nachos,17.99,100.0,9,
Hangry Moon's,Zebrah Nachos,17.99,80.0,5,
Hangry Moon's,Buffalo Chicken Tender Nachos,17.99,90.0,11,
Hangry Moon's,Cali Nachos (Grilled Chicken),17.99,60.0,5,
Hangry Moon's,KBBQ Rib-Eye Steak Nachos,17.99,73.0,19,
Hangry Moon's,Jalapeno Bomb Nachos,17.99,87.0,8,
Hangry Moon's,Sesame Tofu Nachos,17.99,75.0,4,
Hangry Moon's,BBQ Chicken Tender Nachos,17.99,75.0,4,
Hangry Moon's,Coke,2.0,98.0,67,
Hangry Moon's,Diet Coke,2.0,100.0,37,
Hangry Moon's,Sprite,2.0,92.0,57,
Hangry Moon's,Dr. Pepper,2.0,93.0,31,
Hangry Moon's,Water,2.0,80.0,10,
Hangry Moon's,Hangry Sauce,0.75,94.0,431,
Hangry Moon's,Ranch,0.75,88.0,192,
Hangry Moon's,Barbecue Sauce,0.75,91.0,56,
Hangry Moon's,Buffalo Sauce,0.75,96.0,57,
Hangry Moon's,Ketchup,0.25,93.0,33,
Hangry Moon's,Teriyaki Sauce,0.75,95.0,24,
Mr. Coffee,Vietnamese Coffee,3.75,97.0,34,
Mr. Coffee,Chai Tea Latte,3.75,100.0,18,
Mr. Coffee,Hot Chocolate,3.5,100.0,7,
Mr. Coffee,White Chocolate Mocha,3.75,100.0,16,
Mr. Coffee,Americano,3.0,87.0,24,
Mr. Coffee,Espresso,2.25,100.0,12,
Mr. Coffee,Sweet Potato Latte,3.75,,0,
Mr. Coffee,Hawaiian Hazelnut Latte,3.75,92.0,27,
Mr. Coffee,Cappuccino,3.6,,0,
Mr. Coffee,Cafe Latte,3.75,88.0,17,
Mr. Coffee,Earl Grey Latte,3.75,100.0,6,
Mr. Coffee,Caramel Latte,3.75,95.0,21,
Mr. Coffee,Vanilla Latte,3.75,100.0,28,
Mr. Coffee,Decaf Coffee,3.0,83.0,6,
Mr. Coffee,Green Tea Latte,3.75,,0,
Mr. Coffee,Boba Coffee,4.0,96.0,25,
Mr. Coffee,Spanish Latte,3.75,100.0,16,
Mr. Coffee,Hawaiian Hazelnut,3.75,,0,
Mr. Coffee,Cafe Mocha,3.75,100.0,7,
Mr. Coffee,Caramel Frappe,4.85,100.0,6,
Mr. Coffee,Vietnamese Coffee Frappe,4.85,96.0,28,
Mr. Coffee,Coffee Frappe,4.85,100.0,4,
Mr. Coffee,Vanilla Frappe,4.85,100.0,6,
Mr. Coffee,Hazelnut Frappe,4.85,100.0,3,
Mr. Coffee,Mocha Frappe,4.85,100.0,8,
Mr. Coffee,White Chocolate Frappe,4.85,100.0,8,
Mr. Coffee,Chai Frappe,4.85,100.0,10,
Mr. Coffee,Vienna Frappe,4.85,,0,
Mr. Coffee,Almond Frappe,4.85,,0,
Mr. Coffee,Coconut Frappe,4.85,100.0,3,
Mr. Coffee,Sea Salt Caramel Frappe,4.85,100.0,7,
Mr. Coffee,Earl Grey Frappe,4.85,,0,
Mr. Coffee,Earl Grey Coffee Frappe,4.85,,0,
Mr. Coffee,Blue Ocean Lemonade,4.5,77.0,9,
Mr. Coffee,Rose Lemonade,4.5,100.0,3,
Mr. Coffee,Fresh Lemonade,4.5,83.0,6,
Mr. Coffee,Lavender Lemonade,4.5,92.0,14,
Ideology Coffee - Sherman Oaks,Latte,5.5,98.0,163,
Ideology Coffee - Sherman Oaks,Matcha Latte,5.5,,0,
Ideology Coffee - Sherman Oaks,Chagaccino Latte,6.8,100.0,20,
Ideology Coffee - Sherman Oaks,Espresso Tonic,5.5,,0,
Ideology Coffee - Sherman Oaks,RAF,5.5,97.0,45,
Ideology Coffee - Sherman Oaks,Cold Brew,5.0,,0,
Ideology Coffee - Sherman Oaks,Blue Jasmine Matcha,6.5,100.0,18,
Ideology Coffee - Sherman Oaks,Cappuccino,4.75,100.0,12,
Ideology Coffee - Sherman Oaks,Chai Latte,5.5,100.0,28,
Ideology Coffee - Sherman Oaks,Mocha,5.5,100.0,8,
Ideology Coffee - Sherman Oaks,Cortado,4.5,,0,
Ideology Coffee - Sherman Oaks,Flat White,4.75,100.0,5,
Ideology Coffee - Sherman Oaks,Latte,5.5,98.0,163,
Ideology Coffee - Sherman Oaks,Blue Jasmine Matcha,6.5,100.0,18,
Ideology Coffee - Sherman Oaks,Cold Brew,5.0,,0,
Ideology Coffee - Sherman Oaks,Americano,4.0,,0,
Ideology Coffee - Sherman Oaks,Matcha Latte,5.5,,0,
Ideology Coffee - Sherman Oaks,Chai Latte,5.5,100.0,28,
Ideology Coffee - Sherman Oaks,Chagaccino Latte,6.8,100.0,20,
Ideology Coffee - Sherman Oaks,RAF,5.5,97.0,45,
Ideology Coffee - Sherman Oaks,Cappuccino,4.75,100.0,12,
Ideology Coffee - Sherman Oaks,Mocha,5.5,100.0,8,
Ideology Coffee - Sherman Oaks,Cortado,4.5,,0,
Ideology Coffee - Sherman Oaks,Arnold Palmer,4.0,100.0,4,
Ideology Coffee - Sherman Oaks,Espresso (Double Shot),3.75,100.0,3,
Ideology Coffee - Sherman Oaks,Espresso Tonic,5.5,,0,
Ideology Coffee - Sherman Oaks,Flat White,4.75,100.0,5,
Ideology Coffee - Sherman Oaks,Macchiato,4.25,,0,
Ideology Coffee - Sherman Oaks,Lemonade,4.0,100.0,4,
Ideology Coffee - Sherman Oaks,Hot Chocolate,4.75,,0,
Ideology Coffee - Sherman Oaks,Steamer,3.0,,0,
Ideology Coffee - Sherman Oaks,Loose Leaf Tea,4.0,,0,
Denny's (1060 Tiverton Ave),Build Your Own Grand Slam®,17.35,86.0,137,360
Denny's (1060 Tiverton Ave),Double Cheeseburger,20.68,80.0,20,1020
Denny's (1060 Tiverton Ave),Minute Maid® Smoothies,6.33,100.0,6,330
Denny's (1060 Tiverton Ave),Hash Browns,5.81,93.0,30,180
Denny's (1060 Tiverton Ave),Stack of Pancakes,4.77,60.0,20,450
Denny's (1060 Tiverton Ave),All-American Slam®,19.12,89.0,37,730
Denny's (1060 Tiverton Ave),Oven-Baked Caramel Apple Pie Crisp,6.74,66.0,3,740
Denny's (1060 Tiverton Ave),Mac & Cheese,6.95,80.0,15,335
Denny's (1060 Tiverton Ave),Bacon,6.02,100.0,16,140
Denny's (1060 Tiverton Ave),Minute Maid® Juice,5.29,86.0,15,210
Denny's (1060 Tiverton Ave),Single Cheeseburger,17.56,66.0,3,690
Denny's (1060 Tiverton Ave),Hot Chocolate,4.77,68.0,16,190
Denny's (1060 Tiverton Ave),Moons Over My Hammy®,17.98,95.0,40,1150
Denny's (1060 Tiverton Ave),T-Bone Steak & Eggs,24.63,,0,860
Denny's (1060 Tiverton Ave),Santa Fe Skillet,18.29,,0,850
Denny's (1060 Tiverton Ave),Mozzarella Cheese Sticks,11.94,86.0,45,690
Denny's (1060 Tiverton Ave),Slamburger™,18.29,88.0,26,940
Denny's (1060 Tiverton Ave),Bacon Avocado Cheeseburger,18.29,85.0,20,1120
Denny's (1060 Tiverton Ave),Choconana Pancake Slam®,16.73,77.0,22,1090
Denny's (1060 Tiverton Ave),Sirloin Steak,21.93,81.0,27,700
Denny's (1060 Tiverton Ave),All-American Slam®,19.12,89.0,37,730
Denny's (1060 Tiverton Ave),Grand Slam® Pack,47.82,87.0,8,4070
Denny's (1060 Tiverton Ave),Build Your Own Grand Slam®,17.35,86.0,137,360
Denny's (1060 Tiverton Ave),All-American Slam®,19.12,89.0,37,730
Denny's (1060 Tiverton Ave),Lumberjack Slam®,20.37,75.0,28,1020
Denny's (1060 Tiverton Ave),Fit Slam®,17.14,,0,410
Denny's (1060 Tiverton Ave),Berry Waffle Slam®,18.7,,0,890
Denny's (1060 Tiverton Ave),Berry Stuffed French Toast Slam,19.95,100.0,3,1090
Denny's (1060 Tiverton Ave),French Toast Slam®,19.54,100.0,7,610
Denny's (1060 Tiverton Ave),Original Grand Slam®,17.14,70.0,24,620
Denny's (1060 Tiverton Ave),Choconana Pancake Slam®,16.73,77.0,22,1090
Denny's (1060 Tiverton Ave),Double Berry Banana Pancake Slam®,17.35,88.0,17,740
Denny's (1060 Tiverton Ave),Hearty 9-Grain Pancake Slam®,16.31,100.0,9,650
Denny's (1060 Tiverton Ave),Cinnamon Roll Pancake Slam®,17.14,88.0,27,1350
Denny's (1060 Tiverton Ave),Cinnamon Sugar Pancake Puppies®,3.94,,0,530
Denny's (1060 Tiverton Ave),Stack of Cinnamon Roll Pancakes,9.55,80.0,10,1100
Denny's (1060 Tiverton Ave),Stack of Choconana Pancakes,8.41,28.0,7,840
Denny's (1060 Tiverton Ave),Stack of Double Berry Banana Strawberry Pancakes,8.41,100.0,4,490
Denny's (1060 Tiverton Ave),Grand Slamwich®,19.12,91.0,35,1230
Denny's (1060 Tiverton Ave),Moons Over My Hammy®,17.98,95.0,40,1150
Denny's (1060 Tiverton Ave),T-Bone Steak & Eggs,24.63,,0,860
Denny's (1060 Tiverton Ave),Country Fried Steak & Eggs,21.1,83.0,37,760
Denny's (1060 Tiverton Ave),Santa Fe Skillet,18.29,,0,850
Denny's (1060 Tiverton Ave),Grand Slam® Burrito,12.36,100.0,4,970
Denny's (1060 Tiverton Ave),Sirloin Steak & Eggs,20.99,,0,710
Denny's (1060 Tiverton Ave),Stack of Pancakes,4.77,60.0,20,450
Denny's (1060 Tiverton Ave),Egg,3.52,89.0,29,40
Denny's (1060 Tiverton Ave),Biscuit and Gravy,4.46,85.0,7,320
Denny's (1060 Tiverton Ave),Seasoned Red-Skinned Potatoes,6.02,100.0,7,250
Denny's (1060 Tiverton Ave),Buttermilk Biscuits,4.56,100.0,7,450
Denny's (1060 Tiverton Ave),Hash Browns,5.81,93.0,30,180
Denny's (1060 Tiverton Ave),Sausage,6.02,100.0,6,310
Denny's (1060 Tiverton Ave),Sausage Gravy,1.86,,0,90
Denny's (1060 Tiverton Ave),Bacon,6.02,100.0,16,140
Denny's (1060 Tiverton Ave),Slices of Toast,4.56,90.0,10,190
Denny's (1060 Tiverton Ave),Fresh Seasonal Fruit,6.02,93.0,16,100
Denny's (1060 Tiverton Ave),English Muffin,4.56,,0,180
Denny's (1060 Tiverton Ave),Grilled Ham Slice,6.02,100.0,5,110
Denny's (1060 Tiverton Ave),Berry Stuffed French Toast®,10.8,,0,870
Denny's (1060 Tiverton Ave),French Toast,5.6,71.0,7,260
Denny's (1060 Tiverton Ave),Strawberry Vanilla Crepes,9.55,,0,530
Denny's (1060 Tiverton Ave),Mozzarella Cheese Sticks,11.94,86.0,45,690
Denny's (1060 Tiverton Ave),Classic Sampler,15.58,66.0,3,1530
Denny's (1060 Tiverton Ave),Premium Chicken Tenders,13.19,65.0,26,680
Denny's (1060 Tiverton Ave),Zesty Nachos,14.13,77.0,18,1660
Denny's (1060 Tiverton Ave),Mama's Fried Chicken House Salad,17.46,,0,620
Denny's (1060 Tiverton Ave),Let's Cobb About It Prime Rib Cobb Salad,17.98,,0,640
Denny's (1060 Tiverton Ave),Egg-Cellent Grilled Chicken Cobb Salad,17.46,,0,700
Denny's (1060 Tiverton Ave),Salmon Salad Your Way,17.98,,0,560
Denny's (1060 Tiverton Ave),Slamburger™,18.29,88.0,26,940
Denny's (1060 Tiverton Ave),Double Cheeseburger,20.68,80.0,20,1020
Denny's (1060 Tiverton Ave),Bacon Avocado Cheeseburger,18.29,85.0,20,1120
Denny's (1060 Tiverton Ave),Bourbon Bacon Burger,17.98,72.0,11,980
Denny's (1060 Tiverton Ave),Flamin' 5-Pepper Burger,17.98,66.0,6,1100
Denny's (1060 Tiverton Ave),BBQ Bacon Chicken Sandwich,19.74,,0,830
Denny's (1060 Tiverton Ave),Single Cheeseburger,17.56,66.0,3,690
Denny's (1060 Tiverton Ave),Cali Club Sandwich,19.02,76.0,17,990
Denny's (1060 Tiverton Ave),Brisk-It-All Melt™,21.51,,0,1370
Denny's (1060 Tiverton Ave),Super Bird®,17.98,75.0,8,860
Denny's (1060 Tiverton Ave),Pot Roast Melt,18.91,100.0,5,1060
Denny's (1060 Tiverton Ave),Oven-Baked Lasagna,19.54,,0,940
Denny's (1060 Tiverton Ave),Mac 'N Brisket Skillet™,23.49,,0,990
Denny's (1060 Tiverton Ave),Premium Chicken Tenders Dinner,19.12,84.0,19,1030
Denny's (1060 Tiverton Ave),Sirloin Steak,21.93,81.0,27,700
Denny's (1060 Tiverton Ave),Crazy Spicy Skillet,18.81,100.0,8,1040
Denny's (1060 Tiverton Ave),T-Bone Steak,24.94,71.0,14,850
Denny's (1060 Tiverton Ave),Country-Fried Steak Dinner,21.2,87.0,16,1130
Denny's (1060 Tiverton Ave),Bourbon Chicken Skillet,20.16,100.0,4,840
Denny's (1060 Tiverton Ave),Plate Lickin' Chicken Fried Chicken,20.37,87.0,8,1240
Denny's (1060 Tiverton Ave),Wild Alaska Salmon,20.99,75.0,4,710
Denny's (1060 Tiverton Ave),Seasoned Fries,6.02,82.0,17,490
Denny's (1060 Tiverton Ave),Wavy Cut French Fries,5.39,90.0,10,400
Denny's (1060 Tiverton Ave),Beer-Battered Onion Rings,6.64,71.0,7,400
Denny's (1060 Tiverton Ave),Garden Side Salad,5.81,75.0,4,170
Denny's (1060 Tiverton Ave),Oven-Baked Mac 'N Cheese,5.91,,0,140
Denny's (1060 Tiverton Ave),Broccoli,4.77,,0,35
Denny's (1060 Tiverton Ave),Red Rustic Mashed Potatoes™,4.77,,0,250
Denny's (1060 Tiverton Ave),Whole Grain Rice,4.77,,0,240
Denny's (1060 Tiverton Ave),Herb Glazed Corn,4.77,66.0,3,300
Denny's (1060 Tiverton Ave),Sauces and Dressings,1.23,74.0,27,10
Denny's (1060 Tiverton Ave),Mac & Cheese,6.95,80.0,15,335
Denny's (1060 Tiverton Ave),Build Your Own Jr. Grand Slam®,6.95,66.0,6,170
Denny's (1060 Tiverton Ave),Jr. Premium Chicken Tenders,7.68,57.0,7,305
Denny's (1060 Tiverton Ave),Jr. Milk Shake,2.9,83.0,6,620
Denny's (1060 Tiverton Ave),Jr. Cheeseburger,6.95,,0,505
Denny's (1060 Tiverton Ave),Jr. Chocolate Chip Pancakes,6.22,,0,255
Denny's (1060 Tiverton Ave),Jr. Ice Cream,2.38,,0,250
Denny's (1060 Tiverton Ave),Kid's Birthday Pancakes,6.85,,0,365
Denny's (1060 Tiverton Ave),Oven-Baked Caramel Apple Pie Crisp,6.74,66.0,3,740
Denny's (1060 Tiverton Ave),Lava Cookie Skillet,6.64,83.0,6,820
Denny's (1060 Tiverton Ave),New York Style Cheesecake,6.64,78.0,14,490
Denny's (1060 Tiverton Ave),Brownie Sundae with Oreo® Pieces,6.85,,0,900
Denny's (1060 Tiverton Ave),Milk Shakes,7.68,81.0,32,760
Denny's (1060 Tiverton Ave),Oreo Shake Pack,11.94,50.0,6,2100
Denny's (1060 Tiverton Ave),Strawberry Shake Pack,11.94,60.0,5,1520
Denny's (1060 Tiverton Ave),Soft Drinks,4.56,85.0,27,0
Denny's (1060 Tiverton Ave),Minute Maid® Smoothies,6.33,100.0,6,330
Denny's (1060 Tiverton Ave),Minute Maid® Juice,5.29,86.0,15,210
Denny's (1060 Tiverton Ave),Signature Diner Blend Coffee,4.56,92.0,27,0
Denny's (1060 Tiverton Ave),Minute Maid® Lemonade,4.56,,0,150
Denny's (1060 Tiverton Ave),Hot Chocolate,4.77,68.0,16,190
Denny's (1060 Tiverton Ave),Fresh Brewed Iced Tea,4.56,87.0,8,5
Denny's (1060 Tiverton Ave),Milk,4.66,100.0,6,230
Denny's (1060 Tiverton Ave),Hot Tea,4.56,,0,0
Denny's (1060 Tiverton Ave),Sweet Cream Cold Brew,6.64,,0,190
Denny's (1060 Tiverton Ave),Dasani® Bottled Water,1.23,,0,0
Denny's (1060 Tiverton Ave),Fork,0.0,91.0,23,
Denny's (1060 Tiverton Ave),Napkin,0.0,86.0,15,
Denny's (1060 Tiverton Ave),Knife,0.0,90.0,10,
Denny's (1060 Tiverton Ave),Spoon,0.0,83.0,6,
Denny's (1060 Tiverton Ave),Syrup,0.0,93.0,15,
Denny's (1060 Tiverton Ave),Strawberry Jelly,0.0,20.0,5,
Denny's (1060 Tiverton Ave),Pepper,0.0,60.0,5,
Denny's (1060 Tiverton Ave),Salt,0.0,,0,
Denny's (1060 Tiverton Ave),Grape Jelly,0.0,,0,
Denny's (1060 Tiverton Ave),Mustard,0.0,,0,
Denny's (1060 Tiverton Ave),Ketchup,0.0,70.0,17,
Denny's (1060 Tiverton Ave),Honey,0.0,,0,
Denny's (1060 Tiverton Ave),Sugar Free Syrup,0.0,,0,
Denny's (1060 Tiverton Ave),Steak Sauce,0.0,,0,
Denny's (1060 Tiverton Ave),Straw,0.0,100.0,8,
Denny's (1060 Tiverton Ave),Half & Half,0.0,,0,
Denny's (1060 Tiverton Ave),Vanilla Creamer,0.0,,0,
Denny's (1060 Tiverton Ave),Blue Packet Sweetener,0.0,,0,
Denny's (1060 Tiverton Ave),Stir Stick,0.0,,0,
Denny's (1060 Tiverton Ave),Sugar,0.0,,0,
Denny's (1060 Tiverton Ave),Yellow Packet Sweetener,0.0,,0,
Denny's (1060 Tiverton Ave),Pink Packet Sweetener,0.0,,0,
Cafe De Mama,Injeolmi Mochi Latte,7.0,98.0,253,
Cafe De Mama,Black Sesame Cream Latte,6.75,97.0,134,
Cafe De Mama,Watermelon Slush,7.0,,0,
Cafe De Mama,Vanilla Bean Latte: A grade Madagascar Vanilla,6.0,95.0,69,
Cafe De Mama,Café Latte,5.0,95.0,21,
Cafe De Mama,Honey Ginger Tea: Organic Ginger,6.0,92.0,14,
Cafe De Mama,Black Sesame Cream Latte,6.75,97.0,134,
Cafe De Mama,Vanilla Bean Latte: A grade Madagascar Vanilla,6.0,95.0,69,
Cafe De Mama,Café Latte,5.0,95.0,21,
Cafe De Mama,Americano,4.5,100.0,20,
Cafe De Mama,Honey Ginger Latte: Organic Ginger,6.0,96.0,28,
Cafe De Mama,Honey Ginger Pomegranate Tea: Organic Ginger,6.0,95.0,23,
Cafe De Mama,Honey Ginger Tea: Organic Ginger,6.0,92.0,14,
Cafe De Mama,Injeolmi Mochi Latte,7.0,98.0,253,
Cafe De Mama,Watermelon Slush,7.0,,0,
Joe's Pancake Shop,Bruin Special,20.99,93.0,197,
Joe's Pancake Shop,Fresh Orange Juice,9.99,94.0,18,
Joe's Pancake Shop,3 Fluffy Hotcakes,14.99,86.0,90,
Joe's Pancake Shop,Side of Bacon or Sausage,8.99,83.0,6,
Joe's Pancake Shop,Chicken And Waffles,19.99,,0,
Joe's Pancake Shop,Hash Browns,9.99,77.0,66,
Joe's Pancake Shop,The French Toast Platter,21.99,96.0,120,
Joe's Pancake Shop,3 Fluffy Chocolate Chip,15.99,83.0,6,
Joe's Pancake Shop,The Joe's Breakfast,18.99,91.0,24,
Joe's Pancake Shop,Fruit,12.99,88.0,26,
Joe's Pancake Shop,Ranchero Steak Omelette,21.99,88.0,9,
Joe's Pancake Shop,Huevos Rancheros,18.99,80.0,5,
Joe's Pancake Shop,Chicken And French Toast,19.99,,0,
Joe's Pancake Shop,Iced Coffee,8.99,76.0,30,
Joe's Pancake Shop,Chilaquiles Verdes,19.49,66.0,3,
Joe's Pancake Shop,3 Fluffy Hotcakes,14.99,86.0,90,
Joe's Pancake Shop,3 Fluffy Strawberry Hotcakes,15.99,80.0,46,
Joe's Pancake Shop,3 Fluffy Blueberry Hotcakes,15.99,84.0,32,
Joe's Pancake Shop,3 Fluffy Banana Hotcakes,15.99,76.0,42,
Joe's Pancake Shop,3 Fluffy Chocolate Chip,15.99,83.0,6,
Joe's Pancake Shop,French Toast,14.99,80.0,35,
Joe's Pancake Shop,Strawberry French Toast,15.99,85.0,35,
Joe's Pancake Shop,Blueberry French Toast,15.99,83.0,24,
Joe's Pancake Shop,Banana French Toast,15.99,76.0,13,
Joe's Pancake Shop,California Omelette,20.99,87.0,24,
Joe's Pancake Shop,Healthy Omelette,20.99,81.0,37,
Joe's Pancake Shop,Denver Omelette,20.99,78.0,14,
Joe's Pancake Shop,Chicken Omelette,20.99,100.0,12,
Joe's Pancake Shop,Ranchero Steak Omelette,21.99,88.0,9,
Joe's Pancake Shop,Chorizo Omelette,20.99,33.0,3,
Joe's Pancake Shop,The Joe's Breakfast,18.99,91.0,24,
Joe's Pancake Shop,Bruin Special,20.99,93.0,197,
Joe's Pancake Shop,The French Toast Platter,21.99,96.0,120,
Joe's Pancake Shop,Breakfast Burrito,17.99,93.0,29,
Joe's Pancake Shop,Chicken Breakfast Burrito,18.99,75.0,4,
Joe's Pancake Shop,Carne Asada Breakfast Burrito,18.99,100.0,28,
Joe's Pancake Shop,Chorizo Breakfast Burrito,17.99,75.0,8,
Joe's Pancake Shop,Chilaquiles,19.49,84.0,25,
Joe's Pancake Shop,Chilaquiles Verdes,19.49,66.0,3,
Joe's Pancake Shop,Huevos Rancheros,18.99,80.0,5,
Joe's Pancake Shop,Chicken And Waffles,19.99,,0,
Joe's Pancake Shop,Chicken And French Toast,19.99,,0,
Joe's Pancake Shop,Side of Eggs,6.99,100.0,7,
Joe's Pancake Shop,Toast,4.99,100.0,16,
Joe's Pancake Shop,French Fries,9.99,58.0,12,
Joe's Pancake Shop,Hash Browns,9.99,77.0,66,
Joe's Pancake Shop,English Muffin,4.99,,0,
Joe's Pancake Shop,Bagel,4.99,77.0,9,
Joe's Pancake Shop,Side of Bacon or Sausage,8.99,83.0,6,
Joe's Pancake Shop,Ham,8.49,,0,
Joe's Pancake Shop,Fruit,12.99,88.0,26,
Joe's Pancake Shop,Large Bottled Water,4.99,,0,
Joe's Pancake Shop,Large Fountain Coca Cola,4.99,60.0,5,
Joe's Pancake Shop,Large Fountain Diet Coke,4.99,,0,
Joe's Pancake Shop,Large Fountain Sprite,4.99,,0,
Joe's Pancake Shop,Large Fountain Pink Lemonade,4.99,100.0,9,
Joe's Pancake Shop,Large Fountain Cherry Coke,4.99,,0,
Joe's Pancake Shop,Mexican Coke 12 fl oz,6.99,,0,
Joe's Pancake Shop,Snapple,5.99,85.0,7,
Joe's Pancake Shop,Fresh Orange Juice,9.99,94.0,18,
Joe's Pancake Shop,Coffee,4.99,87.0,40,
Joe's Pancake Shop,Decaf Coffee,3.9,100.0,4,
Joe's Pancake Shop,Iced Coffee,8.99,76.0,30,
Joe's Pancake Shop,Milk,4.99,75.0,12,
310 Coffee Company,Cafe Latte,6.75,93.0,61,
310 Coffee Company,West Side Latte,7.0,92.0,28,
310 Coffee Company,Breakfast Sandwich,9.0,75.0,4,
310 Coffee Company,Cold Brew,7.0,90.0,33,
310 Coffee Company,Pistachio Croissant Regular,5.5,100.0,19,
310 Coffee Company,Three Ten Latte,7.0,91.0,12,
310 Coffee Company,Vietnamese coffee Regular,7.0,94.0,17,
310 Coffee Company,Chai Latte,7.25,100.0,6,
310 Coffee Company,West Side Latte,7.0,92.0,28,
310 Coffee Company,Three Ten Latte,7.0,91.0,12,
310 Coffee Company,Vietnamese coffee Regular,7.0,94.0,17,
310 Coffee Company,LA NENA,7.0,100.0,10,
310 Coffee Company,El NENE,7.0,100.0,5,
310 Coffee Company,Cafe Latte,6.75,93.0,61,
310 Coffee Company,Drip Coffee,4.5,83.0,6,
310 Coffee Company,Blended Latte,7.0,77.0,9,
310 Coffee Company,White Mocha Latte,7.0,,0,
310 Coffee Company,Caramel Latte,7.0,,0,
310 Coffee Company,Americano,5.5,100.0,5,
310 Coffee Company,Cappuccino,6.75,75.0,8,
310 Coffee Company,Mocha Latte,7.0,,0,
310 Coffee Company,Hot Chocolate,4.25,100.0,3,
310 Coffee Company,Flat White 8oz,6.75,,0,
310 Coffee Company,Chagaccino,7.5,100.0,4,
310 Coffee Company,Cortado,6.0,100.0,4,
310 Coffee Company,Cafe Au Lait,5.0,,0,
310 Coffee Company,Espresso Tonic Regular,7.25,,0,
310 Coffee Company,Matcha Latte,7.5,76.0,13,
310 Coffee Company,Chai Latte,7.25,100.0,6,
310 Coffee Company,Tea,5.5,100.0,4,
